VariableCountDepth_0,java.util.ArrayList.addAll(java.util.Collection),MethodInvocationsDepth_0,input2,java.util.Collection<?>,input1,input0,ReassignmentsDepth_0,java.util.ArrayList,BinaryOperatorsDepth_0,BranchCount,java.util.Vector,java.util.concurrent.CopyOnWriteArrayList.addAll(java.util.Collection),java.util.LinkedList,java.util.ArrayList.addAll(int | java.util.Collection),LoopCount,ThreadUsage,CyclomaticComplexity,java.util.concurrent.CopyOnWriteArrayList.addAll(int | java.util.Collection),LiteralCountDepth_0,java.util.LinkedList.addAll(java.util.Collection),int,ReturnType_void,ImportsUsed,AssignmentsDepth_0,java.util.LinkedList.addAll(int | java.util.Collection),VariableDeclarationsDepth_0,java.util.Vector.addAll(java.util.Collection),java.util.Vector.addAll(int | java.util.Collection),java.util.concurrent.CopyOnWriteArrayList,EnergyUsed,Filename
0,0,1,0,1,247,219,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2.089485854734374E-4,LinkedList_addAll_java_util_Collection_761
0,0,1,80,1,1,184,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,4.625722000000678E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_452
0,0,1,331,1,1,236,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,3.327808474771554E-4,LinkedList_addAll_int_java_util_Collection_134
0,0,1,101.59561,1,1,103.18088,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,3.0416619999996328E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_402
0,1,1,0,1,68.88801414364818,277.12442912384756,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6.424518095237935E-5,ArrayList_addAll_java_util_Collection_1493
0,0,1,0,1,377,93,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,3.2323801173965645E-4,LinkedList_addAll_java_util_Collection_854
0,0,1,0,1,167.50423,177.95714,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,6.28737583333328E-5,Vector_addAll_java_util_Collection_1389
0,1,1,0,1,615,172,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1.3132532195122328E-4,ArrayList_addAll_java_util_Collection_1647
0,0,1,57,1,1,93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,9.350128738736714E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_458
0,0,1,0,1,44.102222,47.04506,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,4.468382000006386E-5,CopyOnWriteArrayList_addAll_java_util_Collection_653
0,0,1,0,1,39.52804,69.00692,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,4.196087999996962E-5,CopyOnWriteArrayList_addAll_java_util_Collection_641
0,0,1,153,1,1,147,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,2.0517204999996464E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_272
0,0,1,249,1,1,387,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1.7259396796080322E-4,ArrayList_addAll_int_java_util_Collection_1906
0,1,1,0,1,137.2233969208652,14.247330438126456,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2.816715483871033E-5,ArrayList_addAll_java_util_Collection_1533
0,0,1,122.41352,1,1,107.39517,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,4.129012999999759E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_404
0,0,1,217.87262,1,1,60.334354,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,3.686793777774762E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_385
0,0,1,0,1,179,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,4.113967999997839E-5,CopyOnWriteArrayList_addAll_java_util_Collection_591
0,0,1,0,1,118,212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,6.184190666661984E-5,CopyOnWriteArrayList_addAll_java_util_Collection_492
0,0,1,0,1,486,703,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,4.2860389080192463E-4,LinkedList_addAll_java_util_Collection_739
0,0,1,32.40000288374853,1,1,145.80415720730628,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,4.1491539999988165E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_305
0,0,1,55,1,1,91,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,2.0580675000001063E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_471
0,0,1,255,1,1,211,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,3.1036830000011834E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_463
0,0,1,151.33437,1,1,146.10631,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1.1877027444444352E-4,LinkedList_addAll_int_java_util_Collection_157
0,0,1,139.84777905766435,1,1,80.03327488671324,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,4.1869779999997265E-5,Vector_addAll_int_java_util_Collection_1030
0,0,1,0,1,283.5121536769292,155.18577305746865,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1.2115828666666252E-4,Vector_addAll_java_util_Collection_1258
0,0,1,216.08042190190687,1,1,211.19292775309182,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,4.16923400000087E-5,ArrayList_addAll_int_java_util_Collection_1751
0,0,1,0,1,197.05222,51.721684,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,3.06720150000001E-5,Vector_addAll_java_util_Collection_1370
0,0,1,144,1,1,143,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,2.652208065185208E-4,LinkedList_addAll_int_java_util_Collection_201
0,0,1,0,1,143.36493,10.078545,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,5.285498333333332E-5,Vector_addAll_java_util_Collection_1381
0,0,1,248,1,1,186,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,2.7273779999983772E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_267
0,0,1,0,1,221,111,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,2.8080920000017312E-5,CopyOnWriteArrayList_addAll_java_util_Collection_694
0,1,1,0,1,127,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,3.04649399999956E-5,ArrayList_addAll_java_util_Collection_1583
0,0,1,249,1,1,450,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,4.293564906967139E-4,LinkedList_addAll_int_java_util_Collection_133
0,0,1,0,1,106.66329,26.209057,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2.0538029999988793E-5,Vector_addAll_java_util_Collection_1378
0,0,1,118.2096,1,1,73.0965,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1.0585374571722312E-4,LinkedList_addAll_int_java_util_Collection_181
0,0,1,0,1,78.49452,120.68662,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,6.426025069767904E-5,LinkedList_addAll_java_util_Collection_904
0,0,1,0,1,205.87475288269405,148.6305506246463,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2.513771760159165E-4,LinkedList_addAll_java_util_Collection_771
0,0,1,153,1,1,203,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,5.4887706666668234E-5,CopyOnWriteArrayList_addAll_int_java_util_Collection_252
0,0,1,0,1,166,232,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,3.312402400000429E-5,CopyOnWriteArrayList_addAll_java_util_Collection_605
0,0,1,961,1,1,1284,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,3.702879102030107E-4,ArrayList_addAll_int_java_util_Collection_1693
0,0,1,0,1,174,134,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,2.0679165000001383E-5,CopyOnWriteArrayList_addAll_java_util_Collection_708
0,0,1,0,1,38,163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,5.436469737929024E-5,CopyOnWriteArrayList_addAll_java_util_Collection_622
0,0,1,0,1,121.384995,24.004162,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,2.7727446666685864E-5,CopyOnWriteArrayList_addAll_java_util_Collection_664
0,0,1,0,1,529,581,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2.2778307285890555E-4,Vector_addAll_java_util_Collection_1327
0,0,1,0,1,35.25401,5.7212253,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,3.630492857144938E-5,Vector_addAll_java_util_Collection_1368
0,0,1,288.00565863249284,1,1,204.36244441515362,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,3.0333248120404375E-4,LinkedList_addAll_int_java_util_Collection_62
0,0,1,0,1,99.06368,185.97357,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,5.3430416666675834E-5,Vector_addAll_java_util_Collection_1371
0,0,1,0,1,166,85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,4.12269600000036E-5,CopyOnWriteArrayList_addAll_java_util_Collection_508
0,0,1,91.38437726436813,1,1,81.32520104088192,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,9.548465846153003E-5,LinkedList_addAll_int_java_util_Collection_69
0,0,1,418,1,1,180,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,4.226193419170964E-4,LinkedList_addAll_int_java_util_Collection_219
0,0,1,487,1,1,63,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1.1685969771771745E-4,ArrayList_addAll_int_java_util_Collection_1725
0,0,1,90.237274,1,1,101.2215,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,5.49436533333695E-5,Vector_addAll_int_java_util_Collection_1105
